unique_hand,solvable,solution,num_combs,num_perms
"(1, 9, 10, 12)",True,((1 - 9) + 10) * 12,256,6144
"(1, 9, 10, 13)",True,(10 - 13) * (1 - 9),256,6144
"(1, 9, 11, 11)",True,(11 - 9) * (1 + 11),96,2304
"(1, 9, 11, 12)",True,(11 - (1 * 9)) * 12,256,6144
"(1, 9, 11, 13)",True,(9 - 11) * (1 - 13),256,6144
"(1, 9, 12, 12)",True,(12 - (1 + 9)) * 12,96,2304
"(1, 9, 12, 13)",False,,256,6144
"(1, 9, 13, 13)",False,,96,2304
"(1, 10, 10, 10)",False,,16,384
"(1, 10, 10, 11)",False,,96,2304
"(1, 10, 10, 12)",True,((10 / 10) + 1) * 12,96,2304
"(1, 10, 10, 13)",False,,96,2304
"(1, 10, 11, 11)",False,,96,2304
"(1, 10, 11, 12)",True,((1 - 10) + 11) * 12,256,6144
"(1, 10, 11, 13)",False,,256,6144
"(1, 10, 12, 12)",True,(12 - (1 * 10)) * 12,96,2304
"(1, 10, 12, 13)",True,(13 - (1 + 10)) * 12,256,6144
"(1, 10, 13, 13)",False,,96,2304
"(1, 11, 11, 11)",False,,16,384
"(1, 11, 11, 12)",True,((11 / 11) + 1) * 12,96,2304
"(1, 11, 11, 13)",True,(13 - 11) * (1 + 11),96,2304
"(1, 11, 12, 12)",True,((1 - 11) + 12) * 12,96,2304
"(1, 11, 12, 13)",True,(13 - (1 * 11)) * 12,256,6144
"(1, 11, 13, 13)",True,(11 - 13) * (1 - 13),96,2304
"(1, 12, 12, 12)",True,((12 / 12) + 1) * 12,16,384
"(1, 12, 12, 13)",True,((1 - 12) + 13) * 12,96,2304
"(1, 12, 13, 13)",True,((13 / 13) + 1) * 12,96,2304
"(1, 13, 13, 13)",False,,16,384
"(2, 2, 2, 2)",False,,1,24
"(2, 2, 2, 3)",True,((2 + 2) * 2) * 3,16,384
"(2, 2, 2, 4)",True,((2 + 2) + 2) * 4,16,384
"(2, 2, 2, 5)",True,((2 * 5) + 2) * 2,16,384
"(2, 2, 2, 6)",False,,16,384
"(2, 2, 2, 7)",True,((2 * 7) - 2) * 2,16,384
"(2, 2, 2, 8)",True,((2 + 2) + 8) * 2,16,384
"(2, 2, 2, 9)",True,((2 + 9) * 2) + 2,16,384
"(2, 2, 2, 10)",True,(2 * 10) + (2 + 2),16,384
"(2, 2, 2, 11)",True,((2 / 2) + 11) * 2,16,384
"(2, 2, 2, 12)",True,((2 + 2) - 2) * 12,16,384
"(2, 2, 2, 13)",True,(13 - (2 / 2)) * 2,16,384
"(2, 2, 3, 3)",True,(3 + 3) * (2 + 2),36,864
"(2, 2, 3, 4)",True,((2 + 2) + 4) * 3,96,2304
"(2, 2, 3, 5)",True,((2 * 5) - 2) * 3,96,2304
"(2, 2, 3, 6)",True,((2 / 2) + 3) * 6,96,2304
"(2, 2, 3, 7)",True,((2 / 2) + 7) * 3,96,2304
"(2, 2, 3, 8)",True,((2 - 2) + 3) * 8,96,2304
"(2, 2, 3, 9)",True,(9 - 3) * (2 + 2),96,2304
"(2, 2, 3, 10)",True,((3 + 10) * 2) - 2,96,2304
"(2, 2, 3, 11)",True,(11 - (2 - 3)) * 2,96,2304
"(2, 2, 3, 12)",True,((2 + 2) * 3) + 12,96,2304
"(2, 2, 3, 13)",True,((2 - 3) + 13) * 2,96,2304
"(2, 2, 4, 4)",True,((2 * 4) - 2) * 4,36,864
"(2, 2, 4, 5)",True,((2 + 2) * 5) + 4,96,2304
"(2, 2, 4, 6)",True,((2 - 2) + 4) * 6,96,2304
"(2, 2, 4, 7)",True,((2 + 2) * 7) - 4,96,2304
"(2, 2, 4, 8)",True,((2 + 2) * 4) + 8,96,2304
"(2, 2, 4, 9)",True,(2 * 9) + (2 + 4),96,2304
"(2, 2, 4, 10)",True,(10 - (2 + 2)) * 4,96,2304
"(2, 2, 4, 11)",True,2 - ((2 - 4) * 11),96,2304
"(2, 2, 4, 12)",True,((2 + 4) * 2) + 12,96,2304
"(2, 2, 4, 13)",True,(2 * 13) + (2 - 4),96,2304
"(2, 2, 5, 5)",True,(5 * 5) - (2 / 2),36,864
"(2, 2, 5, 6)",True,(5 - (2 / 2)) * 6,96,2304
"(2, 2, 5, 7)",True,(2 * 7) + (2 * 5),96,2304
"(2, 2, 5, 8)",True,((5 + 8) * 2) - 2,96,2304
"(2, 2, 5, 9)",True,(9 - (2 - 5)) * 2,96,2304
"(2, 2, 5, 10)",True,((2 + 5) * 2) + 10,96,2304
"(2, 2, 5, 11)",True,(11 - 5) * (2 + 2),96,2304
"(2, 2, 5, 12)",True,((2 * 5) + 2) + 12,96,2304
"(2, 2, 5, 13)",False,,96,2304
"(2, 2, 6, 6)",True,((2 + 6) / 2) * 6,36,864
"(2, 2, 6, 7)",True,((2 + 7) * 2) + 6,96,2304
"(2, 2, 6, 8)",True,(8 - (2 + 2)) * 6,96,2304
"(2, 2, 6, 9)",True,((2 * 9) - 6) * 2,96,2304
"(2, 2, 6, 10)",True,(2 * 10) - (2 - 6),96,2304
"(2, 2, 6, 11)",True,6 - ((2 - 11) * 2),96,2304
"(2, 2, 6, 12)",True,(6 - (2 + 2)) * 12,96,2304
"(2, 2, 6, 13)",True,((2 + 13) * 2) - 6,96,2304
"(2, 2, 7, 7)",True,(7 - (2 - 7)) * 2,36,864
"(2, 2, 7, 8)",True,(7 - (2 + 2)) * 8,96,2304
"(2, 2, 7, 9)",False,,96,2304
"(2, 2, 7, 10)",True,((10 / 2) + 7) * 2,96,2304
"(2, 2, 7, 11)",False,,96,2304
"(2, 2, 7, 12)",True,((2 * 7) - 2) + 12,96,2304
"(2, 2, 7, 13)",True,((2 + 2) + 7) + 13,96,2304
"(2, 2, 8, 8)",True,((2 + 2) * 8) - 8,36,864
"(2, 2, 8, 9)",True,(2 * 9) - (2 - 8),96,2304
"(2, 2, 8, 10)",True,((2 * 8) - 2) + 10,96,2304
"(2, 2, 8, 11)",False,,96,2304
"(2, 2, 8, 12)",True,((2 + 2) + 8) + 12,96,2304
"(2, 2, 8, 13)",False,,96,2304
"(2, 2, 9, 9)",False,,36,864
"(2, 2, 9, 10)",True,10 - ((2 - 9) * 2),96,2304
"(2, 2, 9, 11)",True,((2 + 2) + 9) + 11,96,2304
"(2, 2, 9, 12)",True,((2 + 2) * 9) - 12,96,2304
"(2, 2, 9, 13)",False,,96,2304
