unique_hand,solvable,solution,num_combs,num_perms
"(3, 4, 10, 10)",True,((3 * 10) + 4) - 10,96,2304
"(3, 4, 10, 11)",False,,256,6144
"(3, 4, 10, 12)",True,((3 * 4) - 10) * 12,256,6144
"(3, 4, 10, 13)",True,13 - ((3 - 4) - 10),256,6144
"(3, 4, 11, 11)",False,,96,2304
"(3, 4, 11, 12)",True,12 - ((3 - 4) - 11),256,6144
"(3, 4, 11, 13)",True,13 - ((3 - 4) * 11),256,6144
"(3, 4, 12, 12)",True,12 - ((3 - 4) * 12),96,2304
"(3, 4, 12, 13)",True,((3 - 4) + 12) + 13,256,6144
"(3, 4, 13, 13)",False,,96,2304
"(3, 5, 5, 5)",False,,16,384
"(3, 5, 5, 6)",True,((5 + 5) * 3) - 6,96,2304
"(3, 5, 5, 7)",True,(5 + 7) * (5 - 3),96,2304
"(3, 5, 5, 8)",True,((3 + 5) - 5) * 8,96,2304
"(3, 5, 5, 9)",True,(9 - (5 / 5)) * 3,96,2304
"(3, 5, 5, 10)",False,,96,2304
"(3, 5, 5, 11)",True,((3 + 5) + 5) + 11,96,2304
"(3, 5, 5, 12)",True,(3 - (5 / 5)) * 12,96,2304
"(3, 5, 5, 13)",False,,96,2304
"(3, 5, 6, 6)",True,((3 - 5) + 6) * 6,96,2304
"(3, 5, 6, 7)",True,(5 + 7) / (3 / 6),256,6144
"(3, 5, 6, 8)",True,(6 - 5) * (3 * 8),256,6144
"(3, 5, 6, 9)",True,(9 - 6) * (3 + 5),256,6144
"(3, 5, 6, 10)",True,((3 + 5) + 6) + 10,256,6144
"(3, 5, 6, 11)",True,((3 * 5) - 11) * 6,256,6144
"(3, 5, 6, 12)",True,((3 + 5) - 6) * 12,256,6144
"(3, 5, 6, 13)",True,(5 - 13) * (3 - 6),256,6144
"(3, 5, 7, 7)",False,,96,2304
"(3, 5, 7, 8)",True,((3 * 7) - 5) + 8,256,6144
"(3, 5, 7, 9)",True,((3 + 5) + 7) + 9,256,6144
"(3, 5, 7, 10)",True,(10 - 7) * (3 + 5),256,6144
"(3, 5, 7, 11)",True,(5 - 11) * (3 - 7),256,6144
"(3, 5, 7, 12)",True,((3 + 7) / 5) * 12,256,6144
"(3, 5, 7, 13)",True,((5 * 13) + 7) / 3,256,6144
"(3, 5, 8, 8)",True,((3 + 5) + 8) + 8,96,2304
"(3, 5, 8, 9)",True,((3 * 9) + 5) - 8,256,6144
"(3, 5, 8, 10)",False,,256,6144
"(3, 5, 8, 11)",True,(11 - (3 + 5)) * 8,256,6144
"(3, 5, 8, 12)",True,((3 * 5) - 12) * 8,256,6144
"(3, 5, 8, 13)",True,(5 * 8) - (3 + 13),256,6144
"(3, 5, 9, 9)",True,(9 / (3 / 5)) + 9,96,2304
"(3, 5, 9, 10)",True,((3 + 9) / 5) * 10,256,6144
"(3, 5, 9, 11)",False,,256,6144
"(3, 5, 9, 12)",True,(12 - 9) * (3 + 5),256,6144
"(3, 5, 9, 13)",True,13 - ((3 - 5) - 9),256,6144
"(3, 5, 10, 10)",True,(10 - (10 / 5)) * 3,96,2304
"(3, 5, 10, 11)",True,((3 * 10) + 5) - 11,256,6144
"(3, 5, 10, 12)",True,(10 - (3 + 5)) * 12,256,6144
"(3, 5, 10, 13)",True,(13 - 10) * (3 + 5),256,6144
"(3, 5, 11, 11)",True,11 - ((3 - 5) - 11),96,2304
"(3, 5, 11, 12)",True,(11 - 5) / (3 / 12),256,6144
"(3, 5, 11, 13)",False,,256,6144
"(3, 5, 12, 12)",True,(5 * 12) - (3 * 12),96,2304
"(3, 5, 12, 13)",True,((3 * 5) - 13) * 12,256,6144
"(3, 5, 13, 13)",True,((3 - 5) + 13) + 13,96,2304
"(3, 6, 6, 6)",True,6 - ((3 - 6) * 6),16,384
"(3, 6, 6, 7)",True,((3 - 6) + 7) * 6,96,2304
"(3, 6, 6, 8)",True,((3 + 6) - 6) * 8,96,2304
"(3, 6, 6, 9)",True,((3 + 6) + 6) + 9,96,2304
"(3, 6, 6, 10)",True,((6 - 3) * 10) - 6,96,2304
"(3, 6, 6, 11)",True,((6 * 11) + 6) / 3,96,2304
"(3, 6, 6, 12)",True,((3 * 6) - 6) + 12,96,2304
"(3, 6, 6, 13)",True,(13 - (3 + 6)) * 6,96,2304
"(3, 6, 7, 7)",True,(7 - (6 - 7)) * 3,96,2304
"(3, 6, 7, 8)",True,((3 + 6) + 7) + 8,256,6144
"(3, 6, 7, 9)",True,((3 * 7) - 6) + 9,256,6144
"(3, 6, 7, 10)",True,(7 / (3 / 6)) + 10,256,6144
"(3, 6, 7, 11)",False,,256,6144
"(3, 6, 7, 12)",True,((3 + 6) - 7) * 12,256,6144
"(3, 6, 7, 13)",True,((3 * 6) - 7) + 13,256,6144
"(3, 6, 8, 8)",True,(8 / (3 / 6)) + 8,96,2304
"(3, 6, 8, 9)",True,((3 - 8) + 9) * 6,256,6144
"(3, 6, 8, 10)",True,((6 - 8) + 10) * 3,256,6144
"(3, 6, 8, 11)",False,,256,6144
"(3, 6, 8, 12)",True,(12 - (3 + 6)) * 8,256,6144
"(3, 6, 8, 13)",True,13 - ((3 - 6) - 8),256,6144
"(3, 6, 9, 9)",True,((3 * 9) + 6) - 9,96,2304
"(3, 6, 9, 10)",True,((3 - 9) + 10) * 6,256,6144
"(3, 6, 9, 11)",True,(6 - 9) * (3 - 11),256,6144
"(3, 6, 9, 12)",True,12 - ((3 - 6) - 9),256,6144
"(3, 6, 9, 13)",True,((3 + 13) / 6) * 9,256,6144
"(3, 6, 10, 10)",True,(3 - (6 / 10)) * 10,96,2304
"(3, 6, 10, 11)",True,11 - ((3 - 6) - 10),256,6144
"(3, 6, 10, 12)",True,((3 * 10) + 6) - 12,256,6144
"(3, 6, 10, 13)",False,,256,6144
"(3, 6, 11, 11)",True,((6 / 3) + 11) + 11,96,2304
"(3, 6, 11, 12)",True,(11 - (3 + 6)) * 12,256,6144
"(3, 6, 11, 13)",True,((6 - 11) + 13) * 3,256,6144
"(3, 6, 12, 12)",True,(12 - 6) / (3 / 12),96,2304
"(3, 6, 12, 13)",True,((3 - 12) + 13) * 6,256,6144
"(3, 6, 13, 13)",True,13 - ((6 / 3) - 13),96,2304
"(3, 7, 7, 7)",True,((3 + 7) + 7) + 7,16,384
"(3, 7, 7, 8)",True,((3 + 7) - 7) * 8,96,2304
"(3, 7, 7, 9)",True,(9 - (7 / 7)) * 3,96,2304
"(3, 7, 7, 10)",True,((3 * 7) - 7) + 10,96,2304
"(3, 7, 7, 11)",False,,96,2304
"(3, 7, 7, 12)",True,(3 - (7 / 7)) * 12,96,2304
"(3, 7, 7, 13)",True,13 - ((3 - 7) - 7),96,2304
"(3, 7, 8, 8)",True,(8 - 7) * (3 * 8),96,2304
"(3, 7, 8, 9)",True,((7 - 8) + 9) * 3,256,6144
"(3, 7, 8, 10)",False,,256,6144
"(3, 7, 8, 11)",True,((3 * 7) - 8) + 11,256,6144
"(3, 7, 8, 12)",True,((3 + 7) - 8) * 12,256,6144
"(3, 7, 8, 13)",True,(13 - (3 + 7)) * 8,256,6144
"(3, 7, 9, 9)",True,(9 - 7) * (3 + 9),96,2304
"(3, 7, 9, 10)",True,((3 * 9) + 7) - 10,256,6144
"(3, 7, 9, 11)",True,11 - ((3 - 7) - 9),256,6144
"(3, 7, 9, 12)",True,((3 * 7) - 9) + 12,256,6144
"(3, 7, 9, 13)",True,(7 * 9) - (3 * 13),256,6144
"(3, 7, 10, 10)",True,10 - ((3 - 7) - 10),96,2304
"(3, 7, 10, 11)",True,(7 - 10) * (3 - 11),256,6144
"(3, 7, 10, 12)",False,,256,6144
"(3, 7, 10, 13)",True,((3 * 7) - 10) + 13,256,6144
"(3, 7, 11, 11)",True,((11 / 11) + 7) * 3,96,2304
"(3, 7, 11, 12)",True,((3 + 11) / 7) * 12,256,6144
"(3, 7, 11, 13)",False,,256,6144
"(3, 7, 12, 12)",True,(12 - (3 + 7)) * 12,96,2304
"(3, 7, 12, 13)",True,(13 - 7) / (3 / 12),256,6144
"(3, 7, 13, 13)",True,((13 / 13) + 7) * 3,96,2304
"(3, 8, 8, 8)",True,((3 + 8) - 8) * 8,16,384
"(3, 8, 8, 9)",True,(9 - 8) * (3 * 8),96,2304
"(3, 8, 8, 10)",True,((8 * 10) - 8) / 3,96,2304
"(3, 8, 8, 11)",True,11 - ((3 - 8) - 8),96,2304
"(3, 8, 8, 12)",True,(12 / (3 / 8)) - 8,96,2304
"(3, 8, 8, 13)",False,,96,2304
"(3, 8, 9, 9)",True,((3 * 8) + 9) - 9,96,2304
"(3, 8, 9, 10)",True,10 - ((3 - 8) - 9),256,6144
"(3, 8, 9, 11)",True,((3 * 9) + 8) - 11,256,6144
"(3, 8, 9, 12)",True,((3 + 8) - 9) * 12,256,6144
"(3, 8, 9, 13)",True,(9 / 3) + (8 + 13),256,6144
"(3, 8, 10, 10)",True,((3 * 8) + 10) - 10,96,2304
"(3, 8, 10, 11)",True,(11 - 10) * (3 * 8),256,6144
"(3, 8, 10, 12)",True,12 / ((8 - 3) / 10),256,6144
"(3, 8, 10, 13)",False,,256,6144
"(3, 8, 11, 11)",True,((3 * 8) + 11) - 11,96,2304
"(3, 8, 11, 12)",True,(12 - 11) * (3 * 8),256,6144
"(3, 8, 11, 13)",False,,256,6144
"(3, 8, 12, 12)",True,((3 * 8) + 12) - 12,96,2304
"(3, 8, 12, 13)",True,(13 - (3 + 8)) * 12,256,6144
"(3, 8, 13, 13)",True,((3 * 8) + 13) - 13,96,2304
"(3, 9, 9, 9)",True,9 - ((3 - 9) - 9),16,384
"(3, 9, 9, 10)",True,((9 + 9) - 10) * 3,96,2304
"(3, 9, 9, 11)",True,(11 - 9) * (3 + 9),96,2304
"(3, 9, 9, 12)",True,((3 * 9) + 9) - 12,96,2304
"(3, 9, 9, 13)",True,(9 - 13) * (3 - 9),96,2304
"(3, 9, 10, 10)",True,(9 - (10 / 10)) * 3,96,2304
"(3, 9, 10, 11)",True,((9 / 3) + 10) + 11,256,6144
"(3, 9, 10, 12)",True,((3 + 9) - 10) * 12,256,6144
"(3, 9, 10, 13)",True,((3 * 9) + 10) - 13,256,6144
"(3, 9, 11, 11)",True,(3 - (9 / 11)) * 11,96,2304
"(3, 9, 11, 12)",True,(9 - 12) * (3 - 11),256,6144
"(3, 9, 11, 13)",True,(13 - 11) * (3 + 9),256,6144
"(3, 9, 12, 12)",True,(12 / (3 / 9)) - 12,96,2304
"(3, 9, 12, 13)",True,((9 + 12) - 13) * 3,256,6144
"(3, 9, 13, 13)",True,(9 - (13 / 13)) * 3,96,2304
"(3, 10, 10, 10)",False,,16,384
"(3, 10, 10, 11)",False,,96,2304
"(3, 10, 10, 12)",True,((10 + 10) - 12) * 3,96,2304
"(3, 10, 10, 13)",False,,96,2304
"(3, 10, 11, 11)",False,,96,2304
"(3, 10, 11, 12)",True,((3 + 10) - 11) * 12,256,6144
"(3, 10, 11, 13)",True,(10 - 13) * (3 - 11),256,6144
"(3, 10, 12, 12)",False,,96,2304
"(3, 10, 12, 13)",False,,256,6144
"(3, 10, 13, 13)",False,,96,2304
"(3, 11, 11, 11)",False,,16,384
"(3, 11, 11, 12)",True,(3 - (11 / 11)) * 12,96,2304
"(3, 11, 11, 13)",False,,96,2304
"(3, 11, 12, 12)",True,((3 + 11) - 12) * 12,96,2304
"(3, 11, 12, 13)",False,,256,6144
"(3, 11, 13, 13)",False,,96,2304
"(3, 12, 12, 12)",True,(3 - (12 / 12)) * 12,16,384
"(3, 12, 12, 13)",True,((3 + 12) - 13) * 12,96,2304
"(3, 12, 13, 13)",True,(3 - (13 / 13)) * 12,96,2304
"(3, 13, 13, 13)",False,,16,384
"(4, 4, 4, 4)",True,(4 * 4) + (4 + 4),1,24
"(4, 4, 4, 5)",True,((4 / 4) + 5) * 4,16,384
"(4, 4, 4, 6)",True,((4 + 4) - 4) * 6,16,384
"(4, 4, 4, 7)",True,(7 - 4) * (4 + 4),16,384
"(4, 4, 4, 8)",True,((4 + 4) * 4) - 8,16,384
"(4, 4, 4, 9)",True,4 - ((4 - 9) * 4),16,384
"(4, 4, 4, 10)",True,((4 * 4) - 10) * 4,16,384
"(4, 4, 4, 11)",True,((11 - 4) * 4) - 4,16,384
"(4, 4, 4, 12)",True,((4 + 4) + 4) + 12,16,384
"(4, 4, 4, 13)",False,,16,384
"(4, 4, 5, 5)",True,(5 * 5) - (4 / 4),36,864
"(4, 4, 5, 6)",True,(5 - (4 / 4)) * 6,96,2304
"(4, 4, 5, 7)",True,((4 - 5) + 7) * 4,96,2304
"(4, 4, 5, 8)",True,((4 + 4) - 5) * 8,96,2304
"(4, 4, 5, 9)",False,,96,2304
"(4, 4, 5, 10)",True,4 - ((5 - 10) * 4),96,2304
"(4, 4, 5, 11)",True,((4 + 4) + 5) + 11,96,2304
"(4, 4, 5, 12)",True,((4 + 5) * 4) - 12,96,2304
"(4, 4, 5, 13)",True,((4 * 4) - 5) + 13,96,2304
"(4, 4, 6, 6)",False,,36,864
"(4, 4, 6, 7)",False,,96,2304
"(4, 4, 6, 8)",True,((4 - 6) + 8) * 4,96,2304
"(4, 4, 6, 9)",True,(9 - 6) * (4 + 4),96,2304
"(4, 4, 6, 10)",True,((4 + 4) + 6) + 10,96,2304
"(4, 4, 6, 11)",True,4 - ((6 - 11) * 4),96,2304
"(4, 4, 6, 12)",True,((4 + 4) - 6) * 12,96,2304
"(4, 4, 6, 13)",True,((13 - 6) * 4) - 4,96,2304
"(4, 4, 7, 7)",True,(4 - (4 / 7)) * 7,36,864
"(4, 4, 7, 8)",True,((4 * 7) + 4) - 8,96,2304
"(4, 4, 7, 9)",True,((4 + 4) + 7) + 9,96,2304
"(4, 4, 7, 10)",True,(10 - 7) * (4 + 4),96,2304
"(4, 4, 7, 11)",False,,96,2304
"(4, 4, 7, 12)",True,12 - ((4 - 7) * 4),96,2304
"(4, 4, 7, 13)",True,(4 * 13) - (4 * 7),96,2304
"(4, 4, 8, 8)",True,((4 + 4) + 8) + 8,36,864
"(4, 4, 8, 9)",True,(4 * 9) - (4 + 8),96,2304
"(4, 4, 8, 10)",True,((4 - 8) + 10) * 4,96,2304
"(4, 4, 8, 11)",True,(11 - (4 + 4)) * 8,96,2304
"(4, 4, 8, 12)",True,((4 * 4) / 8) * 12,96,2304
"(4, 4, 8, 13)",True,((4 * 4) - 13) * 8,96,2304
"(4, 4, 9, 9)",False,,36,864
"(4, 4, 9, 10)",False,,96,2304
"(4, 4, 9, 11)",True,((4 - 9) + 11) * 4,96,2304
"(4, 4, 9, 12)",True,(12 - 9) * (4 + 4),96,2304
"(4, 4, 9, 13)",False,,96,2304
"(4, 4, 10, 10)",True,((10 * 10) - 4) / 4,36,864
"(4, 4, 10, 11)",False,,96,2304
"(4, 4, 10, 12)",True,(10 - (4 + 4)) * 12,96,2304
"(4, 4, 10, 13)",True,(13 - 10) * (4 + 4),96,2304
"(4, 4, 11, 11)",False,,36,864
"(4, 4, 11, 12)",True,((4 / 4) + 11) + 12,96,2304
"(4, 4, 11, 13)",True,((4 - 4) + 11) + 13,96,2304
"(4, 4, 12, 12)",True,((4 - 4) + 12) + 12,36,864
"(4, 4, 12, 13)",True,13 - ((4 / 4) - 12),96,2304
"(4, 4, 13, 13)",False,,36,864
"(4, 5, 5, 5)",True,(5 * 5) + (4 - 5),16,384
"(4, 5, 5, 6)",True,((4 + 5) - 5) * 6,96,2304
"(4, 5, 5, 7)",True,(7 - (5 / 5)) * 4,96,2304
"(4, 5, 5, 8)",True,(4 - (5 / 5)) * 8,96,2304
"(4, 5, 5, 9)",True,((4 * 5) - 5) + 9,96,2304
"(4, 5, 5, 10)",True,((4 + 5) + 5) + 10,96,2304
"(4, 5, 5, 11)",False,,96,2304
"(4, 5, 5, 12)",False,,96,2304
"(4, 5, 5, 13)",False,,96,2304
"(4, 5, 6, 6)",True,(6 - 5) * (4 * 6),96,2304
"(4, 5, 6, 7)",True,((5 - 6) + 7) * 4,256,6144
"(4, 5, 6, 8)",True,((4 + 5) - 6) * 8,256,6144
"(4, 5, 6, 9)",True,((4 + 5) + 6) + 9,256,6144
"(4, 5, 6, 10)",True,((4 * 5) - 6) + 10,256,6144
"(4, 5, 6, 11)",True,(5 + 11) / (4 / 6),256,6144
"(4, 5, 6, 12)",True,((4 + 6) / 5) * 12,256,6144
"(4, 5, 6, 13)",True,(13 - (4 + 5)) * 6,256,6144
"(4, 5, 7, 7)",True,(5 * 7) - (4 + 7),96,2304
"(4, 5, 7, 8)",True,((4 + 5) + 7) + 8,256,6144
"(4, 5, 7, 9)",True,9 - ((4 - 7) * 5),256,6144
"(4, 5, 7, 10)",True,4 - ((5 - 7) * 10),256,6144
"(4, 5, 7, 11)",True,((4 * 5) - 7) + 11,256,6144
"(4, 5, 7, 12)",True,((4 + 5) - 7) * 12,256,6144
"(4, 5, 7, 13)",True,(5 - 13) * (4 - 7),256,6144
"(4, 5, 8, 8)",True,(5 - (8 / 4)) * 8,96,2304
"(4, 5, 8, 9)",True,((5 - 8) + 9) * 4,256,6144
"(4, 5, 8, 10)",True,((4 + 8) / 5) * 10,256,6144
"(4, 5, 8, 11)",True,(5 - 11) * (4 - 8),256,6144
"(4, 5, 8, 12)",True,(12 - (4 + 5)) * 8,256,6144
"(4, 5, 8, 13)",True,((4 * 8) + 5) - 13,256,6144
"(4, 5, 9, 9)",True,((9 / 9) + 5) * 4,96,2304
"(4, 5, 9, 10)",True,(5 - 9) * (4 - 10),256,6144
"(4, 5, 9, 11)",False,,256,6144
"(4, 5, 9, 12)",True,(12 / (4 / 5)) + 9,256,6144
"(4, 5, 9, 13)",True,((4 * 5) - 9) + 13,256,6144
"(4, 5, 10, 10)",True,(10 / (5 / 10)) + 4,96,2304
"(4, 5, 10, 11)",True,((4 * 10) - 5) - 11,256,6144
"(4, 5, 10, 12)",True,((4 * 5) / 10) * 12,256,6144
"(4, 5, 10, 13)",True,13 - ((4 - 5) - 10),256,6144
"(4, 5, 11, 11)",True,((11 - 4) * 5) - 11,96,2304
"(4, 5, 11, 12)",True,(11 - (4 + 5)) * 12,256,6144
"(4, 5, 11, 13)",True,13 - ((4 - 5) * 11),256,6144
"(4, 5, 12, 12)",True,12 - ((4 - 5) * 12),96,2304
"(4, 5, 12, 13)",True,((4 - 5) + 12) + 13,256,6144
"(4, 5, 13, 13)",True,((13 / 13) + 5) * 4,96,2304
"(4, 6, 6, 6)",True,((4 + 6) - 6) * 6,16,384
"(4, 6, 6, 7)",True,(7 - 6) * (4 * 6),96,2304
"(4, 6, 6, 8)",True,((4 + 6) + 6) + 8,96,2304
"(4, 6, 6, 9)",True,6 - ((4 - 6) * 9),96,2304
"(4, 6, 6, 10)",True,(6 + 10) / (4 / 6),96,2304
"(4, 6, 6, 11)",False,,96,2304
"(4, 6, 6, 12)",True,12 - ((4 - 6) * 6),96,2304
"(4, 6, 6, 13)",False,,96,2304
"(4, 6, 7, 7)",True,((4 + 6) + 7) + 7,96,2304
"(4, 6, 7, 8)",True,((4 + 6) - 7) * 8,256,6144
"(4, 6, 7, 9)",True,(7 + 9) / (4 / 6),256,6144
"(4, 6, 7, 10)",True,10 - ((4 - 6) * 7),256,6144
"(4, 6, 7, 11)",False,,256,6144
"(4, 6, 7, 12)",True,(6 * 12) / (7 - 4),256,6144
"(4, 6, 7, 13)",False,,256,6144
"(4, 6, 8, 8)",True,8 - ((4 - 6) * 8),96,2304
"(4, 6, 8, 9)",True,(9 - 8) * (4 * 6),256,6144
"(4, 6, 8, 10)",True,4 - ((6 - 8) * 10),256,6144
"(4, 6, 8, 11)",False,,256,6144
"(4, 6, 8, 12)",True,((4 + 6) - 8) * 12,256,6144
"(4, 6, 8, 13)",True,(13 - (4 + 6)) * 8,256,6144
"(4, 6, 9, 9)",True,((4 * 6) + 9) - 9,96,2304
"(4, 6, 9, 10)",True,(10 - 9) * (4 * 6),256,6144
"(4, 6, 9, 11)",False,,256,6144
"(4, 6, 9, 12)",True,((4 + 12) / 6) * 9,256,6144
"(4, 6, 9, 13)",True,13 - ((4 - 6) - 9),256,6144
"(4, 6, 10, 10)",True,((4 * 6) + 10) - 10,96,2304
"(4, 6, 10, 11)",True,(11 - 10) * (4 * 6),256,6144
"(4, 6, 10, 12)",True,12 - ((4 - 6) - 10),256,6144
"(4, 6, 10, 13)",False,,256,6144
"(4, 6, 11, 11)",True,11 - ((4 - 6) - 11),96,2304
"(4, 6, 11, 12)",True,(12 - 11) * (4 * 6),256,6144
"(4, 6, 11, 13)",False,,256,6144
"(4, 6, 12, 12)",True,(12 - (4 + 6)) * 12,96,2304
"(4, 6, 12, 13)",True,(13 - 12) * (4 * 6),256,6144
"(4, 6, 13, 13)",True,((4 - 6) + 13) + 13,96,2304
"(4, 7, 7, 7)",True,(7 - (7 / 7)) * 4,16,384
"(4, 7, 7, 8)",True,((7 + 7) - 8) * 4,96,2304
"(4, 7, 7, 9)",False,,96,2304
"(4, 7, 7, 10)",False,,96,2304
"(4, 7, 7, 11)",True,((4 * 7) + 7) - 11,96,2304
"(4, 7, 7, 12)",False,,96,2304
"(4, 7, 7, 13)",False,,96,2304
"(4, 7, 8, 8)",True,((4 + 7) - 8) * 8,96,2304
"(4, 7, 8, 9)",True,(9 - 7) * (4 + 8),256,6144
"(4, 7, 8, 10)",True,(8 / (4 / 7)) + 10,256,6144
"(4, 7, 8, 11)",True,8 - ((7 - 11) * 4),256,6144
"(4, 7, 8, 12)",True,((4 * 7) + 8) - 12,256,6144
"(4, 7, 8, 13)",True,13 - ((4 - 7) - 8),256,6144
"(4, 7, 9, 9)",True,(7 - (9 / 9)) * 4,96,2304
"(4, 7, 9, 10)",True,((4 * 10) - 7) - 9,256,6144
"(4, 7, 9, 11)",True,((7 - 4) * 11) - 9,256,6144
"(4, 7, 9, 12)",True,((4 + 7) - 9) * 12,256,6144
"(4, 7, 9, 13)",True,((4 * 7) + 9) - 13,256,6144
"(4, 7, 10, 10)",True,(7 - (10 / 10)) * 4,96,2304
"(4, 7, 10, 11)",True,11 - ((4 - 7) - 10),256,6144
"(4, 7, 10, 12)",True,((4 + 10) / 7) * 12,256,6144
"(4, 7, 10, 13)",False,,256,6144
"(4, 7, 11, 11)",True,(7 - (11 / 11)) * 4,96,2304
"(4, 7, 11, 12)",True,((7 + 11) - 12) * 4,256,6144
"(4, 7, 11, 13)",True,((4 * 11) - 7) - 13,256,6144
"(4, 7, 12, 12)",True,((7 - 4) * 12) - 12,96,2304
"(4, 7, 12, 13)",True,(13 - (4 + 7)) * 12,256,6144
"(4, 7, 13, 13)",True,(7 - (13 / 13)) * 4,96,2304
"(4, 8, 8, 8)",True,(8 / (4 / 8)) + 8,16,384
"(4, 8, 8, 9)",True,((4 + 8) - 9) * 8,96,2304
"(4, 8, 8, 10)",True,(10 - 8) * (4 + 8),96,2304
"(4, 8, 8, 11)",True,((8 * 11) + 8) / 4,96,2304
"(4, 8, 8, 12)",True,12 - ((4 - 8) - 8),96,2304
"(4, 8, 8, 13)",True,((8 * 13) - 8) / 4,96,2304
"(4, 8, 9, 9)",True,(4 - (9 / 9)) * 8,96,2304
"(4, 8, 9, 10)",True,((4 + 9) - 10) * 8,256,6144
"(4, 8, 9, 11)",True,(11 - 9) * (4 + 8),256,6144
"(4, 8, 9, 12)",True,((4 * 8) * 9) / 12,256,6144
"(4, 8, 9, 13)",True,((8 / 4) + 9) + 13,256,6144
"(4, 8, 10, 10)",True,10 - ((4 - 8) - 10),96,2304
"(4, 8, 10, 11)",True,((4 + 10) - 11) * 8,256,6144
"(4, 8, 10, 12)",True,((4 + 8) - 10) * 12,256,6144
"(4, 8, 10, 13)",False,,256,6144
"(4, 8, 11, 11)",True,((8 / 4) + 11) + 11,96,2304
"(4, 8, 11, 12)",True,((4 + 11) - 12) * 8,256,6144
"(4, 8, 11, 13)",True,(13 - 11) * (4 + 8),256,6144
"(4, 8, 12, 12)",True,((4 + 12) / 8) * 12,96,2304
"(4, 8, 12, 13)",True,((4 + 12) - 13) * 8,256,6144
"(4, 8, 13, 13)",True,13 - ((8 / 4) - 13),96,2304
"(4, 9, 9, 9)",False,,16,384
"(4, 9, 9, 10)",True,10 - ((4 - 9) - 9),96,2304
"(4, 9, 9, 11)",False,,96,2304
"(4, 9, 9, 12)",True,((9 + 9) - 12) * 4,96,2304
"(4, 9, 9, 13)",False,,96,2304
"(4, 9, 10, 10)",False,,96,2304
"(4, 9, 10, 11)",True,4 - ((9 - 11) * 10),256,6144
"(4, 9, 10, 12)",True,12 / ((9 - 4) / 10),256,6144
"(4, 9, 10, 13)",True,(9 - 13) * (4 - 10),256,6144
"(4, 9, 11, 11)",True,((4 * 11) - 9) - 11,96,2304
"(4, 9, 11, 12)",True,((4 + 9) - 11) * 12,256,6144
"(4, 9, 11, 13)",False,,256,6144
"(4, 9, 12, 12)",True,(9 - 12) * (4 - 12),96,2304
"(4, 9, 12, 13)",False,,256,6144
"(4, 9, 13, 13)",False,,96,2304
"(4, 10, 10, 10)",False,,16,384
"(4, 10, 10, 11)",True,((4 * 11) - 10) - 10,96,2304
"(4, 10, 10, 12)",True,4 - ((10 - 12) * 10),96,2304
"(4, 10, 10, 13)",False,,96,2304
"(4, 10, 11, 11)",False,,96,2304
"(4, 10, 11, 12)",True,(12 / 4) + (10 + 11),256,6144
"(4, 10, 11, 13)",True,4 - ((11 - 13) * 10),256,6144
"(4, 10, 12, 12)",True,((4 + 10) - 12) * 12,96,2304
"(4, 10, 12, 13)",True,(10 - 13) * (4 - 12),256,6144
"(4, 10, 13, 13)",False,,96,2304
"(4, 11, 11, 11)",False,,16,384
"(4, 11, 11, 12)",False,,96,2304
"(4, 11, 11, 13)",False,,96,2304
"(4, 11, 12, 12)",False,,96,2304
"(4, 11, 12, 13)",True,((4 + 11) - 13) * 12,256,6144
"(4, 11, 13, 13)",False,,96,2304
"(4, 12, 12, 12)",True,((4 * 12) - 12) - 12,16,384
"(4, 12, 12, 13)",False,,96,2304
"(4, 12, 13, 13)",False,,96,2304
"(4, 13, 13, 13)",False,,16,384
"(5, 5, 5, 5)",True,(5 * 5) - (5 / 5),1,24
"(5, 5, 5, 6)",True,((5 * 5) + 5) - 6,16,384
"(5, 5, 5, 7)",False,,16,384
"(5, 5, 5, 8)",False,,16,384
"(5, 5, 5, 9)",True,((5 + 5) + 5) + 9,16,384
"(5, 5, 5, 10)",False,,16,384
"(5, 5, 5, 11)",False,,16,384
"(5, 5, 5, 12)",True,((5 + 5) / 5) * 12,16,384
"(5, 5, 5, 13)",False,,16,384
"(5, 5, 6, 6)",True,((5 + 5) - 6) * 6,36,864
"(5, 5, 6, 7)",True,((5 * 5) + 6) - 7,96,2304
"(5, 5, 6, 8)",True,((5 + 5) + 6) + 8,96,2304
"(5, 5, 6, 9)",False,,96,2304
"(5, 5, 6, 10)",False,,96,2304
"(5, 5, 6, 11)",True,((5 * 6) + 5) - 11,96,2304
"(5, 5, 6, 12)",False,,96,2304
"(5, 5, 6, 13)",False,,96,2304
"(5, 5, 7, 7)",True,((5 + 5) + 7) + 7,36,864
"(5, 5, 7, 8)",True,((5 + 5) - 7) * 8,96,2304
"(5, 5, 7, 9)",False,,96,2304
"(5, 5, 7, 10)",True,((5 + 7) / 5) * 10,96,2304
"(5, 5, 7, 11)",True,(7 - (11 / 5)) * 5,96,2304
"(5, 5, 7, 12)",False,,96,2304
"(5, 5, 7, 13)",False,,96,2304
"(5, 5, 8, 8)",True,(5 * 5) - (8 / 8),36,864
"(5, 5, 8, 9)",True,((5 * 5) + 8) - 9,96,2304
"(5, 5, 8, 10)",True,(5 + 10) / (5 / 8),96,2304
"(5, 5, 8, 11)",True,((5 * 8) - 5) - 11,96,2304
"(5, 5, 8, 12)",True,((5 + 5) - 8) * 12,96,2304
